,home_team,away_team,rank,standings_gap,date_night,attendance,cLI,orig_scheduled,date
4556,TBR,NYY,5,-5.0,D,10046,0.85,,2025-04-20
4563,TBR,KCR,3,-3.5,N,10046,0.97,,2025-04-29
4564,TBR,KCR,3,-3.5,N,10046,0.91,,2025-04-30
4566,TBR,KCR,4,-4.0,D,8794,0.88,,2025-05-01
4570,TBR,PHI,3,-3.5,N,10046,0.84,,2025-05-06
4571,TBR,PHI,3,-4.5,N,10046,0.73,,2025-05-07
4572,TBR,PHI,4,-5.0,N,10046,0.71,,2025-05-08
4573,TBR,MIL,4,-5.0,N,10046,0.62,,2025-05-09
4574,TBR,MIL,4,-4.0,D,10046,0.67,,2025-05-10
4575,TBR,MIL,4,-5.0,D,10046,0.73,,2025-05-11
4582,TBR,HOU,4,-6.5,N,10046,0.72,,2025-05-19
4583,TBR,HOU,4,-6.5,N,10046,0.64,,2025-05-20
4584,TBR,HOU,4,-6.5,D,8596,0.72,,2025-05-21
4585,TBR,TOR,4,-6.0,N,10046,0.75,,2025-05-23
4586,TBR,TOR,3,-6.0,N,10046,0.81,,2025-05-24
4587,TBR,TOR,2,-6.0,D,10046,0.79,,2025-05-25
4588,TBR,MIN,2,-6.0,N,8759,0.91,,2025-05-26
4589,TBR,MIN,2,-7.0,N,10046,0.97,,2025-05-27
4590,TBR,MIN,2,-7.0,D,8372,0.89,,2025-05-28
4596,TBR,TEX,2,-6.5,N,9131,0.92,,2025-06-03
4597,TBR,TEX,2,-5.5,N,8994,0.98,,2025-06-04
4598,TBR,TEX,2,-5.5,N,10046,1.07,,2025-06-05
4599,TBR,MIA,2,-5.5,D,8448,1.03,,2025-06-06
4600,TBR,MIA,3,-5.5,D,10046,1.05,,2025-06-07
4601,TBR,MIA,2,-4.5,D,9014,1.05,,2025-06-08
4608,TBR,BAL,2,-2.5,N,10046,1.21,,2025-06-16
4609,TBR,BAL,2,-2.5,N,10046,1.27,,2025-06-17
4610,TBR,BAL,2,-1.5,N,10046,1.24,,2025-06-18
4611,TBR,BAL,2,-2.5,N,10046,1.24,,2025-06-19
4612,TBR,DET,2,-1.5,N,10046,1.29,,2025-06-20
4613,TBR,DET,2,-1.5,D,10046,1.37,,2025-06-21
4614,TBR,DET,2,-2.5,D,10046,1.37,,2025-06-22
4621,TBR,ATH,2,-1.5,N,10046,1.27,,2025-06-30
4623,TBR,ATH,3,-1.5,N,10046,1.28,,2025-07-01
4624,TBR,ATH,3,-0.5,D,10046,1.26,,2025-07-02
4635,TBR,BAL,4,-5.5,N,10046,0.99,,2025-07-18
4636,TBR,BAL,4,-5.5,N,10046,1.06,,2025-07-19
4637,TBR,BAL,4,-6.5,D,9195,1.11,,2025-07-20
4638,TBR,CHW,4,-7.5,N,10046,0.97,,2025-07-21
4639,TBR,CHW,4,-6.5,N,10046,0.93,,2025-07-22
4640,TBR,CHW,4,-7.5,N,10046,0.98,,2025-07-23
4649,TBR,LAD,4,-10.0,N,10046,0.5,,2025-08-01
4650,TBR,LAD,4,-10.0,D,10046,0.42,,2025-08-02
4651,TBR,LAD,4,-10.0,D,10046,0.49,,2025-08-03
4664,TBR,NYY,4,-12.5,N,10046,0.4,,2025-08-19
4665,TBR,NYY,4,-12.5,N,10046,0.36,,2025-08-20
4666,TBR,STL,4,-13.0,N,9182,0.23,,2025-08-21
4667,TBR,STL,4,-13.0,N,10046,0.13,,2025-08-22
4668,TBR,STL,4,-12.5,D,8809,0.19,,2025-08-24
4676,TBR,SEA,4,-10.5,N,10046,0.26,,2025-09-01
4677,TBR,SEA,4,-10.5,N,7883,0.33,,2025-09-02
4678,TBR,SEA,4,-10.5,N,8589,0.51,,2025-09-03
4679,TBR,CLE,4,-10.0,N,8306,0.6,,2025-09-04
4680,TBR,CLE,4,-11.0,N,8836,0.72,,2025-09-05
4681,TBR,CLE,4,-11.0,N,10046,0.56,,2025-09-06
4682,TBR,CLE,4,-11.0,D,8155,0.35,,2025-09-07
4689,TBR,TOR,4,-15.0,N,8972,0.0,,2025-09-15
4690,TBR,TOR,4,-16.0,N,8908,0.0,,2025-09-16
4691,TBR,TOR,4,-15.0,N,8959,0.0,,2025-09-17
4692,TBR,TOR,4,-14.0,D,8042,0.0,,2025-09-18
4693,TBR,BOS,4,-14.0,N,10046,0.0,,2025-09-19
4694,TBR,BOS,4,-14.0,N,10046,0.0,,2025-09-20
4695,TBR,BOS,4,-14.0,N,10046,0.0,,2025-09-21
4702,TEX,BOS,3,-1.0,D,37585,0.96,,2025-03-27
4703,TEX,BOS,1,0.0,N,26766,0.88,,2025-03-28
4704,TEX,BOS,1,0.0,N,32251,0.93,,2025-03-29
4705,TEX,BOS,1,0.5,D,29137,0.97,,2025-03-30
4710,TEX,TBR,1,1.5,N,24483,1.11,,2025-04-04
4711,TEX,TBR,1,1.5,N,29058,1.11,,2025-04-05
4712,TEX,TBR,1,1.5,D,25614,1.14,,2025-04-06
4719,TEX,LAA,1,0.5,N,24501,1.17,,2025-04-15
4720,TEX,LAA,1,1.5,N,20535,1.19,,2025-04-16
4721,TEX,LAA,1,2.0,N,26279,1.24,,2025-04-17
4722,TEX,LAD,1,1.5,N,38623,1.15,,2025-04-18
4723,TEX,LAD,1,2.0,D,39244,1.1,,2025-04-19
4724,TEX,LAD,1,1.0,D,38110,1.1,,2025-04-20
4731,TEX,ATH,3,-1.5,N,19818,1.16,,2025-04-28
4732,TEX,ATH,3,-1.5,N,24452,1.11,,2025-04-29
4733,TEX,ATH,3,-2.5,N,19803,1.12,,2025-04-30
4735,TEX,ATH,4,-3.0,D,30808,1.12,,2025-05-01
4736,TEX,SEA,4,-4.0,N,29074,1.07,,2025-05-02
4737,TEX,SEA,4,-5.0,N,26726,1.0,,2025-05-03
4738,TEX,SEA,4,-4.0,D,27812,0.91,,2025-05-04
4745,TEX,COL,3,-2.0,N,23123,0.92,,2025-05-12
4746,TEX,COL,3,-2.0,N,19924,1.0,,2025-05-13
4747,TEX,COL,2,-1.0,N,18679,0.99,,2025-05-14
4748,TEX,HOU,2,-0.5,N,28108,1.17,,2025-05-15
4749,TEX,HOU,2,-1.5,N,33035,1.25,,2025-05-16
4750,TEX,HOU,2,-1.5,N,38465,1.16,,2025-05-17
4751,TEX,HOU,2,-2.5,D,34433,1.26,,2025-05-18
4758,TEX,TOR,3,-4.5,D,33766,0.86,,2025-05-26
4759,TEX,TOR,3,-4.5,N,25818,0.81,,2025-05-27
4760,TEX,TOR,3,-4.5,N,20811,0.86,,2025-05-28
4761,TEX,STL,3,-3.5,N,28679,0.75,,2025-05-30
4762,TEX,STL,3,-4.0,D,29062,0.81,,2025-05-31
4764,TEX,STL,3,-4.0,D,28138,0.75,,2025-06-01
4774,TEX,CHW,3,-5.5,N,31934,0.71,,2025-06-13
4775,TEX,CHW,3,-5.5,D,38122,0.78,,2025-06-14
4776,TEX,CHW,3,-5.5,D,38037,0.82,,2025-06-15
4777,TEX,KCR,3,-6.0,N,34408,0.95,,2025-06-17
4778,TEX,KCR,4,-7.0,N,26520,0.88,,2025-06-18
4779,TEX,KCR,4,-7.0,D,37308,0.78,,2025-06-19
4786,TEX,SEA,4,-9.0,N,30228,0.92,,2025-06-27
4787,TEX,SEA,4,-8.0,D,35506,0.83,,2025-06-28
4788,TEX,SEA,4,-9.0,D,31126,0.93,,2025-06-29
4789,TEX,BAL,4,-9.5,N,27420,0.74,,2025-06-30
4791,TEX,BAL,4,-9.5,N,30933,0.68,,2025-07-01
4792,TEX,BAL,3,-9.5,N,27636,0.74,,2025-07-02
4803,TEX,DET,3,-7.5,N,36068,0.79,,2025-07-18
4804,TEX,DET,3,-6.5,N,37045,0.92,,2025-07-19
4805,TEX,DET,3,-7.5,N,33209,1.0,,2025-07-20
4806,TEX,ATH,3,-7.5,N,26430,0.82,,2025-07-21
4807,TEX,ATH,3,-7.5,N,23032,0.91,,2025-07-22
4808,TEX,ATH,3,-7.5,N,27719,0.96,,2025-07-23
4809,TEX,ATL,3,-6.0,N,34643,1.08,,2025-07-25
4810,TEX,ATL,3,-5.0,N,38318,1.17,,2025-07-26
4811,TEX,ATL,2,-4.0,D,35914,1.3,,2025-07-27
4820,TEX,NYY,3,-4.5,N,33320,1.33,,2025-08-04
4821,TEX,NYY,3,-4.5,N,35399,1.45,,2025-08-05
4822,TEX,NYY,3,-4.5,D,35565,1.5,,2025-08-06
4823,TEX,PHI,3,-5.5,N,27575,1.24,,2025-08-08
4824,TEX,PHI,3,-5.5,N,38471,1.03,,2025-08-09
4825,TEX,PHI,3,-6.5,D,32444,0.97,,2025-08-10
4826,TEX,ARI,3,-6.5,N,25781,0.84,,2025-08-11
4827,TEX,ARI,3,-6.5,N,18268,0.89,,2025-08-12
4828,TEX,ARI,3,-7.5,D,26021,0.71,,2025-08-13
4836,TEX,CLE,3,-7.5,N,26729,0.44,,2025-08-22
4837,TEX,CLE,3,-7.5,N,37006,0.51,,2025-08-23
4838,TEX,CLE,3,-6.5,D,34577,0.68,,2025-08-24
4839,TEX,LAA,3,-7.0,N,22949,0.67,,2025-08-25
4840,TEX,LAA,3,-6.0,N,28485,0.52,,2025-08-26
4841,TEX,LAA,3,-6.0,N,22353,0.6,,2025-08-27
4849,TEX,HOU,3,-4.0,N,31662,1.31,,2025-09-05
4850,TEX,HOU,3,-5.0,N,38332,1.65,,2025-09-06
4851,TEX,HOU,3,-4.0,D,35449,1.23,,2025-09-07
4852,TEX,MIL,3,-3.5,N,20791,1.19,,2025-09-08
4853,TEX,MIL,3,-2.5,N,24581,1.28,,2025-09-09
4854,TEX,MIL,3,-2.5,D,24682,1.43,,2025-09-10
4861,TEX,MIA,3,-6.0,N,26374,0.39,,2025-09-19
4862,TEX,MIA,3,-7.0,N,36054,0.13,,2025-09-20
4863,TEX,MIA,3,-8.0,D,27331,0.03,,2025-09-21
4864,TEX,MIN,3,-9.0,N,24674,0.02,,2025-09-23
4865,TEX,MIN,3,-9.0,N,24622,0.0,,2025-09-24
4866,TEX,MIN,3,-10.0,D,23298,0.0,,2025-09-25
4870,TOR,BAL,5,-1.0,D,40734,0.99,,2025-03-27
4871,TOR,BAL,3,-0.5,N,26289,0.96,,2025-03-28
4872,TOR,BAL,4,-1.5,D,27005,1.01,,2025-03-29
4873,TOR,BAL,3,-1.5,D,21069,0.92,,2025-03-30
4874,TOR,WSN,3,-1.0,N,20137,0.88,,2025-03-31
4876,TOR,WSN,2,-0.5,N,21845,0.93,,2025-04-01
4877,TOR,WSN,1,0.5,D,20104,0.96,,2025-04-02
4887,TOR,ATL,2,-0.5,N,21595,1.06,,2025-04-14
4888,TOR,ATL,2,-0.5,N,26979,1.04,,2025-04-15
4889,TOR,ATL,2,-0.5,D,25328,1.05,,2025-04-16
4890,TOR,SEA,2,-1.0,N,40263,1.11,,2025-04-18
4891,TOR,SEA,2,-1.0,D,36775,1.16,,2025-04-19
4892,TOR,SEA,2,-2.0,D,25752,1.14,,2025-04-20
4899,TOR,BOS,4,-4.5,N,28045,1.03,,2025-04-29
4900,TOR,BOS,3,-3.5,N,26498,0.92,,2025-04-30
4902,TOR,BOS,3,-3.0,N,24198,0.98,,2025-05-01
4903,TOR,CLE,3,-3.0,N,26087,0.99,,2025-05-02
4904,TOR,CLE,3,-3.0,D,40507,1.03,,2025-05-03
4905,TOR,CLE,3,-3.0,D,30641,0.96,,2025-05-04
4912,TOR,TBR,3,-3.5,N,27717,1.03,,2025-05-13
4913,TOR,TBR,2,-3.5,N,22314,1.01,,2025-05-14
4914,TOR,TBR,2,-4.0,D,22856,1.03,,2025-05-15
4915,TOR,DET,2,-5.0,N,23146,0.96,,2025-05-16
4916,TOR,DET,2,-4.0,D,40171,0.87,,2025-05-17
4917,TOR,DET,2,-5.0,D,36064,0.97,,2025-05-18
4918,TOR,SDP,3,-5.0,N,23597,0.85,,2025-05-20
4919,TOR,SDP,2,-5.0,N,23266,0.88,,2025-05-21
4920,TOR,SDP,2,-5.0,D,33971,0.93,,2025-05-22
4927,TOR,ATH,3,-7.5,N,23853,0.89,,2025-05-29
4928,TOR,ATH,2,-6.5,N,36951,0.93,,2025-05-30
4929,TOR,ATH,2,-5.5,D,38017,1.0,,2025-05-31
4931,TOR,ATH,2,-5.5,D,30130,1.08,,2025-06-01
4932,TOR,PHI,2,-6.5,N,32632,1.09,,2025-06-03
4933,TOR,PHI,2,-5.5,N,25716,1.01,,2025-06-04
4934,TOR,PHI,2,-5.5,D,33728,1.05,,2025-06-05
4944,TOR,ARI,3,-3.0,N,38537,1.22,,2025-06-17
4945,TOR,ARI,3,-2.0,N,27635,1.24,,2025-06-18
4946,TOR,ARI,3,-3.0,D,33978,1.29,,2025-06-19
4947,TOR,CHW,3,-3.0,N,36121,1.28,,2025-06-20
4948,TOR,CHW,3,-3.0,D,41488,1.2,,2025-06-21
4949,TOR,CHW,3,-4.0,D,38893,1.22,,2025-06-22
4956,TOR,NYY,3,-2.0,N,40619,1.48,,2025-06-30
4958,TOR,NYY,2,-1.0,D,41129,1.47,,2025-07-01
4959,TOR,NYY,1,0.0,N,30985,1.54,,2025-07-02
4960,TOR,NYY,1,1.0,N,36848,1.51,,2025-07-03
4961,TOR,LAA,1,2.0,N,30119,1.45,,2025-07-04
4962,TOR,LAA,1,3.0,D,37269,1.39,,2025-07-05
4963,TOR,LAA,1,3.0,D,40114,1.41,,2025-07-06
4970,TOR,SFG,1,3.0,N,41339,1.46,,2025-07-18
4971,TOR,SFG,1,3.0,D,42015,1.46,,2025-07-19
4972,TOR,SFG,1,3.0,D,41693,1.38,,2025-07-20
4973,TOR,NYY,1,4.0,N,41788,1.68,,2025-07-21
4974,TOR,NYY,1,3.0,N,42326,1.6,,2025-07-22
4975,TOR,NYY,1,4.0,N,42143,1.7,,2025-07-23
4985,TOR,KCR,1,3.5,N,41492,1.34,,2025-08-01
4986,TOR,KCR,1,4.0,D,41842,1.47,,2025-08-02
4987,TOR,KCR,1,3.0,D,41461,1.36,,2025-08-03
4994,TOR,CHC,1,4.5,N,43003,1.24,,2025-08-12
4995,TOR,CHC,1,4.5,N,43120,1.2,,2025-08-13
4996,TOR,CHC,1,5.0,D,43270,1.34,,2025-08-14
4997,TOR,TEX,1,5.0,N,42260,1.23,,2025-08-15
4998,TOR,TEX,1,5.0,D,42686,1.08,,2025-08-16
4999,TOR,TEX,1,5.0,D,42549,1.09,,2025-08-17
5006,TOR,MIN,1,5.0,N,41845,1.15,,2025-08-25
5007,TOR,MIN,1,4.0,N,42235,1.04,,2025-08-26
5008,TOR,MIN,1,4.0,N,42361,1.15,,2025-08-27
5009,TOR,MIL,1,3.0,N,41390,1.26,,2025-08-29
5010,TOR,MIL,1,2.0,D,41424,1.42,,2025-08-30
5011,TOR,MIL,1,3.0,D,41488,1.47,,2025-08-31
5019,TOR,HOU,1,3.0,N,40252,1.55,,2025-09-09
5020,TOR,HOU,1,3.0,N,36760,1.34,,2025-09-10
5021,TOR,HOU,1,3.0,D,41224,1.61,,2025-09-11
5022,TOR,BAL,1,3.0,N,34376,1.2,,2025-09-12
5023,TOR,BAL,1,3.0,D,42461,1.0,,2025-09-13
5024,TOR,BAL,1,4.0,D,42032,0.89,,2025-09-14
5032,TOR,BOS,1,1.0,N,42927,1.02,,2025-09-23
5033,TOR,BOS,1,0.0,N,39438,2.08,,2025-09-24
5034,TOR,BOS,1,0.0,N,42129,3.1,,2025-09-25
5035,TOR,TBR,1,0.0,N,42184,3.51,,2025-09-26
5036,TOR,TBR,1,0.0,D,42624,4.02,,2025-09-27
5037,TOR,TBR,1,0.0,D,42083,5.89,,2025-09-28
5038,WSN,PHI,3,-1.0,D,41231,1.01,,2025-03-27
5039,WSN,PHI,4,-2.0,D,38446,0.98,,2025-03-29
5040,WSN,PHI,3,-1.5,D,28075,0.89,,2025-03-30
5045,WSN,ARI,4,-5.0,N,18974,0.73,,2025-04-04
5046,WSN,ARI,4,-4.0,D,25916,0.7,,2025-04-05
5047,WSN,ARI,4,-4.0,D,14528,0.72,,2025-04-06
5048,WSN,LAD,4,-3.5,N,22546,0.75,,2025-04-07
5049,WSN,LAD,3,-3.0,N,24847,0.84,,2025-04-08
5050,WSN,LAD,4,-3.5,D,21014,0.86,,2025-04-09
5061,WSN,BAL,4,-6.5,N,29504,0.65,,2025-04-22
5062,WSN,BAL,3,-6.5,N,22246,0.71,,2025-04-23
5063,WSN,BAL,4,-7.0,N,23058,0.77,,2025-04-24
5064,WSN,NYM,4,-6.0,N,30277,0.84,,2025-04-25
5065,WSN,NYM,5,-7.0,D,33867,0.92,,2025-04-26
5066,WSN,NYM,3,-6.0,D,30763,0.8,,2025-04-27
5067,WSN,NYM,4,-7.0,D,14011,0.9,,2025-04-28
5076,WSN,CLE,4,-6.0,D,21948,0.73,,2025-05-06
5077,WSN,CLE,4,-7.0,D,19896,0.7,,2025-05-07
5078,WSN,STL,4,-8.0,N,27849,0.65,,2025-05-09
5079,WSN,STL,4,-8.0,D,37796,0.59,,2025-05-10
5080,WSN,STL,4,-9.0,D,20585,0.54,,2025-05-11
5088,WSN,ATL,4,-8.5,N,26517,0.52,,2025-05-20
5089,WSN,ATL,4,-9.0,N,16907,0.57,,2025-05-22
5090,WSN,SFG,4,-10.0,N,19195,0.63,,2025-05-23
5091,WSN,SFG,4,-10.0,D,36873,0.54,,2025-05-24
5092,WSN,SFG,4,-10.0,D,31581,0.54,,2025-05-25
5100,WSN,CHC,3,-9.5,N,27702,0.61,,2025-06-03
5101,WSN,CHC,3,-9.5,N,21965,0.53,,2025-06-04
5102,WSN,CHC,3,-9.5,N,30402,0.59,,2025-06-05
5103,WSN,TEX,3,-9.5,N,27160,0.49,,2025-06-06
5104,WSN,TEX,3,-10.5,D,22670,0.55,,2025-06-07
5105,WSN,TEX,3,-11.5,D,24897,0.48,,2025-06-08
5109,WSN,MIA,4,-14.5,N,31098,0.28,,2025-06-13
5110,WSN,MIA,4,-14.5,D,21129,0.23,,2025-06-14
5111,WSN,MIA,4,-14.5,D,28293,0.19,,2025-06-15
5112,WSN,COL,4,-15.0,N,11370,0.14,,2025-06-16
5113,WSN,COL,4,-15.0,N,17232,0.12,,2025-06-17
5114,WSN,COL,4,-15.0,N,20366,0.1,,2025-06-18
5115,WSN,COL,4,-14.0,D,21850,0.08,,2025-06-19
5126,WSN,DET,5,-14.5,D,13994,0.06,,2025-07-02
5127,WSN,DET,5,-14.5,N,16095,0.05,,2025-07-02
5128,WSN,DET,5,-14.0,N,31599,0.06,,2025-07-03
5129,WSN,BOS,5,-14.0,D,37355,0.06,,2025-07-04
5130,WSN,BOS,5,-15.0,D,34319,0.05,,2025-07-05
5131,WSN,BOS,5,-16.0,D,26771,0.04,,2025-07-06
5138,WSN,SDP,5,-17.0,N,22316,0.0,,2025-07-18
5139,WSN,SDP,5,-17.0,N,31136,0.0,,2025-07-19
5140,WSN,SDP,5,-17.0,D,21996,0.01,,2025-07-20
5141,WSN,CIN,5,-17.0,N,15558,0.01,,2025-07-21
5142,WSN,CIN,5,-17.0,N,29071,0.01,,2025-07-22
5143,WSN,CIN,5,-17.5,D,21567,0.01,,2025-07-23
5151,WSN,MIL,5,-18.0,N,25194,0.0,,2025-08-01
5152,WSN,MIL,5,-18.5,D,28869,0.0,,2025-08-02
5153,WSN,MIL,5,-19.0,D,20066,0.0,,2025-08-03
5154,WSN,ATH,5,-20.5,N,21636,0.0,,2025-08-05
5155,WSN,ATH,5,-19.5,N,14980,0.0,,2025-08-06
5156,WSN,ATH,5,-20.0,D,14519,0.0,,2025-08-07
5163,WSN,PHI,5,-20.0,N,21609,0.0,,2025-08-14
5164,WSN,PHI,5,-21.0,N,35143,0.0,,2025-08-15
5165,WSN,PHI,5,-20.0,D,36042,0.0,,2025-08-16
5166,WSN,PHI,5,-21.0,D,26243,0.0,,2025-08-17
5167,WSN,NYM,5,-22.5,N,23989,0.0,,2025-08-19
5168,WSN,NYM,5,-22.5,N,19565,0.0,,2025-08-20
5169,WSN,NYM,5,-22.0,D,20127,0.0,,2025-08-21
5176,WSN,TBR,5,-24.5,N,27358,0.0,,2025-08-29
5177,WSN,TBR,5,-25.5,D,26148,0.0,,2025-08-30
5178,WSN,TBR,5,-25.5,D,19436,0.0,,2025-08-31
5180,WSN,MIA,5,-25.5,D,13835,0.0,,2025-09-01
5181,WSN,MIA,5,-25.0,N,12372,0.0,,2025-09-02
5182,WSN,MIA,5,-24.0,D,11190,0.0,,2025-09-03
5190,WSN,PIT,5,-26.5,N,18021,0.0,,2025-09-12
5191,WSN,PIT,5,-27.5,D,29887,0.0,,2025-09-13
5192,WSN,PIT,5,-26.5,D,20208,0.0,,2025-09-14
5193,WSN,ATL,5,-27.5,N,13979,0.0,,2025-09-15
5194,WSN,ATL,5,-29.0,D,15584,0.0,,2025-09-16
5195,WSN,ATL,5,-29.0,N,19216,0.0,,2025-09-16
5196,WSN,ATL,5,-29.0,D,14420,0.0,,2025-09-17
5203,WSN,CHW,5,-30.0,N,33938,0.0,,2025-09-26
5204,WSN,CHW,5,-29.0,D,24360,0.0,,2025-09-27
5205,WSN,CHW,5,-30.0,D,22473,0.0,,2025-09-28
